,RB1,CDH1,PTEN,BRCA2,CDKN2A,TP53,CTNNB1,CCNE1,CCND1,CDH2,CDH3,ERBB2,ERBB3
TCGA-A8-A084-01,0.18966,-0.65532,0.51917,-0.095835,0.19039,0.20636,-0.6208,-0.9905799999999999,0.33963000000000004,0.11681,-0.10662,-0.33293,0.46791000000000005
TCGA-A8-A085-01,-0.081093,0.81374,0.6642899999999999,-0.10402,-0.54127,-0.28836999999999996,0.14098,-0.669,0.27269,-0.25184,-0.36063,0.13547,0.65328
TCGA-A8-A086-01,-0.10314000000000001,-0.030045,0.55942,0.12561,-0.093597,-0.31138000000000005,-0.37701,-0.7423,0.47575,-0.41231,-0.21545,0.069357,0.99961
TCGA-A8-A08G-01,-0.17835,-0.2726,0.1837,0.025427,-0.34255,-0.31788,-0.93416,-0.7575,0.31856,-0.30133000000000004,-0.032508999999999996,0.19218,0.18325999999999998
TCGA-A8-A08H-01,0.19924,-0.9051799999999999,0.16672,-0.085575,0.33988,-0.54756,-1.1745,-0.8486600000000001,0.19797,0.40223000000000003,-0.13734000000000002,-0.29643,0.19183
TCGA-A8-A08J-01,-0.08818,0.68318,0.22769,-0.1169,-0.18677,0.020582,0.027549,-0.8506299999999999,0.24899000000000002,-0.036895,-0.09983,3.3163,-0.14479
TCGA-A8-A08L-01,-0.11423,-0.31501999999999997,0.73031,-0.19072999999999998,0.9865,-0.070866,-0.64746,0.4781,-0.045036,-0.19358,0.017419999999999998,-0.33203,-0.12947999999999998
TCGA-A8-A08O-01,0.1262,0.13644,-0.009469499999999999,0.074781,-0.43848000000000004,-0.01722,-0.2266,-0.8328899999999999,0.30033000000000004,-0.016486,-0.019683000000000003,0.068717,0.78791
TCGA-A8-A08T-01,-0.058304999999999996,0.19963,0.051984,-0.21541999999999997,0.41475,-0.23908000000000001,0.099631,-0.9312,0.069518,-0.33199,-0.12732000000000002,0.46103999999999995,0.89864
TCGA-A8-A08X-01,0.092977,-0.39641,0.14395,-0.030387,-0.33166,0.75108,-0.58417,-0.5381,0.071503,0.43321000000000004,-0.021556,3.1987,-0.13646
TCGA-A8-A08Z-01,-0.16442,-2.2001,0.5835,0.07063,0.52535,-0.44325,-1.1002,-1.0011,0.25114000000000003,-0.52462,-0.14956,0.072756,0.1147
TCGA-A8-A091-01,0.07967,0.81335,0.14487,0.080468,-0.20343,-0.29759,0.022514,-1.0598,0.42799,-0.18941,-0.18796,0.42322,0.9465600000000001
TCGA-A8-A094-01,-0.16552999999999998,0.39078,0.040238,-0.25308,0.035368000000000004,-0.17252,-0.39261999999999997,-0.31508,-0.09284500000000001,-0.036494,0.1191,-0.46097,-0.25459
TCGA-A8-A095-01,0.56285,-1.258,-0.8183199999999999,0.27202,-0.46635,0.11532,-1.4792,-0.75303,0.68562,1.1389,-0.13848,-0.36673,0.8626799999999999
TCGA-A8-A099-01,-0.10527,0.9732700000000001,1.0239,0.11207,-0.5674,-0.28751,0.44595,-0.8801399999999999,-0.13623,-0.35918,-0.10231,1.4078,0.83959
TCGA-A8-A09A-01,-0.071788,0.84962,0.5242899999999999,0.051098000000000005,0.25987,-0.26486,-0.5774100000000001,-0.70212,0.19,-0.35136,0.053639,0.82647,-0.046971
TCGA-A8-A09B-01,0.0094045,-0.2921,0.22214,0.034828,-0.29,-0.31861999999999996,-0.59099,-0.84547,0.13425,-0.060767999999999996,-0.083148,0.51418,1.5603
TCGA-A8-A09C-01,-0.040569,0.53271,0.41086000000000006,-0.23092,-0.44072,-0.22594,0.5633199999999999,-0.8617299999999999,0.10965,-0.40109,-0.18112,-0.19386,0.20949
TCGA-A8-A09G-01,0.06625,-1.9668,0.5925,-0.073913,0.08988099999999999,0.21695,-1.5061,-0.68414,0.20745,0.27810999999999997,0.21291999999999997,2.3082,0.23121999999999998
TCGA-A8-A09I-01,-0.13412000000000002,-0.37389,0.66055,-0.21116,0.21766,-0.041469,-0.58377,-0.57868,0.18782000000000001,-0.27571999999999997,-0.044616,4.4362,0.13038
TCGA-A8-A09K-01,0.31751999999999997,-0.18439,-0.36332,-0.050312,-0.57115,0.27149,-0.7863399999999999,-0.79899,0.41248,0.30719,-0.21566,0.17092000000000002,1.9827
TCGA-A8-A09M-01,-0.16888,0.38138,0.18141,-0.1578,0.1348,-0.011179000000000001,-0.79992,-0.33369,0.20424,-0.14983,-0.13560999999999998,0.23101,0.11325999999999999
TCGA-A8-A09R-01,-0.14667,-0.23986,0.61379,-0.27374,0.34456,-0.10555,-0.6178600000000001,-0.79167,0.18955999999999998,-0.3487,-0.23848000000000003,0.8253,-0.0033823
TCGA-A8-A09X-01,-0.12571,-2.8181,-0.00029982,-0.16322,0.65295,0.18924000000000002,-1.6545,-0.50963,-0.020914,-0.21843,0.040327999999999996,-0.15652,0.14592
TCGA-A8-A09Z-01,-0.071518,-3.1804,-0.4328,-0.17933,0.0014276,-0.010440000000000001,-2.3542,-0.93914,-0.1547,-0.30172,0.14548,0.25004,0.24586
TCGA-A8-A0A4-01,0.030893,-2.2933,0.4803,-0.42073,-1.0956,-0.026877999999999996,-1.5787,-1.1842,0.1936,0.007215399999999999,0.045064,0.020567,0.51052
TCGA-A8-A0A7-01,-0.12347999999999999,-0.63531,0.20198,-0.23813,0.5908,0.023294,-0.88333,-0.74445,0.0015493,0.09299199999999999,0.042802999999999994,2.7108,0.46981000000000006
TCGA-AC-A23C-01,-0.30244,-0.21911,-0.10245,-0.18382,0.85993,-1.0787,0.42558,-1.1581,-0.22716,-0.051105000000000005,0.40484000000000003,1.9784,0.12352
TCGA-AC-A23E-01,-0.07568899999999999,-0.1003,0.077533,-0.34189,0.48746999999999996,0.10580999999999999,0.08778999999999999,-0.9486899999999999,0.49238000000000004,0.40448,-0.26044,0.13782,0.28867
TCGA-AC-A2B8-01,-0.16638,-1.5259,0.34624,0.074522,1.0804,-0.62847,-1.0713,-0.8588600000000001,0.2075,-0.32731,-0.015929,-0.36189,0.010988
TCGA-AC-A2BK-01,-0.34551,-1.1892,-0.11913,0.56403,1.4218,1.9578,-1.3619,0.61135,-0.0621,-0.31398000000000004,0.1538,-0.8340799999999999,0.34886999999999996
TCGA-AC-A2BM-01,0.018195,-0.15673,-0.50152,-0.037273,-0.5984,-0.51908,-0.92401,-0.87755,0.44323,0.00060196,0.068953,-0.75364,0.015285
TCGA-AC-A2FB-01,0.45395,-0.7166899999999999,-0.85139,-0.17895,-1.0181,0.38629,-1.1840000000000002,-0.93621,0.37783,0.6512100000000001,0.37782,0.076741,-0.3297
TCGA-AC-A2FE-01,0.27093,-2.6229,0.27219,-0.23429,0.072035,-0.5825100000000001,-1.6091,-0.84452,0.27926,-0.24594000000000002,0.14552,0.19255,0.050901999999999996
TCGA-AC-A2FF-01,0.33495,-2.1007,-0.50025,-0.06832300000000001,-0.29451,-0.0029109,-1.4168,-0.8622,0.13551,0.24316,0.07470800000000001,0.33036,-0.013637
TCGA-AC-A2FG-01,0.12007999999999999,-1.4272,0.046903,0.0091741,-0.22109,-0.23636999999999997,-1.5452,-0.87005,0.44576000000000005,0.0697,0.18425,0.068665,0.12149000000000001
TCGA-AC-A2FM-01,-0.10463,0.13285,0.37533,0.1045,-0.7397100000000001,-0.2652,-0.9491700000000001,-0.38015,0.1833,-0.4153,-0.11997999999999999,1.1091,1.6299
TCGA-AC-A2QI-01,0.053998000000000004,-3.6282,0.6258,0.095042,0.45111999999999997,-0.1195,-2.2342,-0.7377,-0.054694000000000007,-0.46657,-0.14185999999999999,1.0427,1.3517
TCGA-AC-A2QJ-01,-0.11247,-2.3031,0.45845,-0.23833000000000001,-1.4725,0.0087363,-1.0022,-0.47977,-0.18887,0.18885,0.053958000000000006,-0.76502,-0.60441
TCGA-AC-A3HN-01,-0.067027,-1.9038,-0.44159,-0.048393,-0.23,-0.15562,-1.4739,-0.6872699999999999,0.45392,0.58745,0.6099,-1.1489,-0.5709
TCGA-AC-A3QP-01,0.082355,-1.8238,-0.5615399999999999,0.044997,-0.29867,-0.13237000000000002,-1.5263,-1.0256,-0.0073617000000000005,-0.086109,0.17875,-0.53237,-0.044164
TCGA-AC-A3TM-01,-0.12495999999999999,-2.3639,0.57601,0.07416299999999999,-0.34893,-0.33893,-1.6637,-0.7621899999999999,-0.15639,-0.50617,-0.047619999999999996,0.1222,0.37929
TCGA-AC-A3TN-01,0.71732,-1.4933,-0.72229,0.1512,-0.66815,-0.041172,-1.8959,-0.6996399999999999,0.865,0.49166000000000004,0.27637,-0.23460999999999999,-0.0087495
TCGA-AC-A3W5-01,-0.1101,-2.8155,0.6068399999999999,-0.043199,0.28165,-0.062171000000000004,-1.4697,-0.7333,0.014516999999999999,-0.17892,0.0031812,2.5274,0.077463
TCGA-AC-A3W6-01,0.22466999999999998,-2.5984,-0.47657,0.050817,-0.41931999999999997,0.002606,-1.7248,-0.99405,0.17184000000000002,0.24553000000000003,0.16372,-0.78288,-0.11482
TCGA-AC-A3W7-01,0.47384,-2.0745,0.35327,-0.0097994,0.61015,-0.00011001,-1.1481,-0.83691,0.48732,0.16697,-0.030251,-0.6803899999999999,0.13377
TCGA-AC-A5XS-01,-0.52982,-2.764,0.17035999999999998,-0.073115,1.3098,-0.26775,-1.9849,-0.10769000000000001,-0.007307500000000001,0.083135,-0.049589999999999995,0.18787,0.62666
TCGA-AN-A04D-01,-0.21198000000000003,-0.066622,-0.66404,0.222,1.1185,-0.018277,-0.77512,0.35572,-0.077279,-0.48971000000000003,0.14214000000000002,0.15678,0.80195
TCGA-AN-A0AJ-01,-0.06916900000000001,0.11217,0.2604,0.19587000000000002,-0.42943000000000003,-0.26702,-0.16194,-0.68829,0.20376,0.39707,-0.063489,0.5421600000000001,0.99079
TCGA-AN-A0AK-01,-0.018833000000000003,0.15661,-0.16677,0.024722,0.15894,-0.29828000000000005,-1.3478,-0.27243,0.2083,-0.3276,0.16822,-0.00021232,0.25934
TCGA-AN-A0AL-01,0.066722,0.88415,-0.8769600000000001,0.20052,-0.7288899999999999,0.49191999999999997,0.3394,-0.58129,0.01804,-0.13940999999999998,-0.014728999999999999,0.11285,-0.17679
TCGA-AN-A0AM-01,-0.18114,-0.49923,0.18089,0.07471799999999999,1.5304,-0.2319,-0.54214,-0.5179699999999999,-0.0014081,-0.33365,0.092507,-0.41891999999999996,-0.45711999999999997
TCGA-AN-A0AS-01,-0.10468,-0.29229,0.17953,-0.027859,-0.52859,0.029293,-0.47403999999999996,-0.88884,-0.09689299999999999,-0.36755,-0.17998,-0.42611000000000004,0.39227
TCGA-AN-A0AT-01,-0.073617,-0.28045,-0.23321,0.18473,-1.1308,-0.30023,-0.40421999999999997,0.65579,0.1203,-0.35193,0.027984,-0.75356,-0.67848
TCGA-AN-A0FF-01,-0.1114,0.65933,0.64665,0.16161,-0.22136,-0.22125999999999998,0.24036999999999997,-0.75674,0.0015182,0.29265,-0.080844,-0.076766,0.33178
TCGA-AN-A0FJ-01,-0.0027831999999999996,-0.43554,0.76183,0.16184,1.127,-0.17812999999999998,-0.49767,0.18286,-0.098364,0.11484000000000001,0.11097,-0.3487,0.065336
TCGA-AN-A0FK-01,0.15883,0.12015,0.41567,0.37606,-0.20640999999999998,-0.028744,-0.6281800000000001,-0.8615200000000001,0.32709,0.042222,-0.013178,0.013687000000000001,1.0357
TCGA-AN-A0FL-01,0.030143,0.70514,-0.22236999999999998,-0.024337,0.089178,-0.10202,0.30045,-0.58253,0.054155999999999996,-0.20402,-0.006004,0.23523000000000002,0.9958899999999999
TCGA-AN-A0FS-01,0.28692,-1.3604,-0.07537999999999999,0.16592,-0.25626,-0.15695,-1.3451,-0.9137200000000001,0.20801,-0.019514,0.27285,-0.14665999999999998,-0.061937
TCGA-AN-A0FT-01,0.009334,0.33639,0.061048000000000005,0.23535999999999999,-0.30566,0.25298000000000004,-0.047218,-0.8695200000000001,-0.11709000000000001,-0.30244,0.17290999999999998,3.6719999999999997,0.65327
TCGA-AN-A0FV-01,-0.10103999999999999,0.27935,0.12722,-0.008844,-0.10865999999999999,0.42403,-0.78532,-0.61175,0.1011,-0.39897,0.026927,3.0745,0.030054
TCGA-AN-A0FW-01,-0.055748,0.5441,0.2449,0.20939000000000002,0.71054,-0.22532,-0.19079000000000002,-0.9494600000000001,0.11035999999999999,-0.056471,0.052528,-0.5477,0.47003999999999996
TCGA-AN-A0FX-01,0.41265,-0.92137,-0.12449,0.23343000000000003,0.87344,0.48481,-0.73968,0.096177,0.65987,0.42983999999999994,0.21279,-0.6572,-0.72506
TCGA-AN-A0FY-01,-0.32624000000000003,0.21145999999999998,0.43004,0.33202,1.0066,0.6564800000000001,-0.10618,-0.17263,-0.079726,-0.27033,-0.22715,-0.27334,0.77118
TCGA-AN-A0FZ-01,-0.011727,0.29322,0.19071,0.062248000000000005,-0.1591,-0.20586,-0.4304,-0.6533899999999999,-0.039672000000000006,-0.3405,-0.11517000000000001,0.8953,0.68683
TCGA-AN-A0XU-01,-0.18586,-0.19504000000000002,-1.2711,0.035016000000000005,1.2796,0.029789,-0.21304,-0.3487,-0.15472,-0.24871999999999997,0.30701999999999996,-0.12742,-0.12882000000000002
TCGA-AO-A128-01,0.063024,-1.7118,0.28184000000000003,0.028612000000000002,-0.052028,-0.24359,-0.70435,-0.3259,0.099316,0.54009,0.15154,-1.1903,-0.72258
TCGA-AO-A1KO-01,-0.20713,-2.2508,-0.64404,-0.18477000000000002,-0.9070299999999999,-0.57128,-1.2809,-1.0933,0.049685,0.018246000000000002,0.069766,-0.014183000000000001,0.057851
TCGA-AO-A1KP-01,-0.039127999999999996,-1.3237,-0.53778,-0.25579,-0.16993,-0.22286999999999998,-0.58067,-0.8697,0.45405,0.68325,0.38434,0.49383,-0.1858
TCGA-AO-A1KR-01,-0.042741,0.044257,-0.58738,0.19402,1.2861,0.23043000000000002,-0.1292,-0.28631,0.12568,0.17539000000000002,0.23767,0.70705,-0.07757599999999999
TCGA-AO-A1KS-01,-0.14298,-2.759,-0.014416,0.0027879000000000003,0.27363000000000004,-0.46551000000000003,-1.6491,-0.79276,0.28026,-0.21898,-0.06687,1.0033,0.10553
TCGA-AO-A1KT-01,-0.045091,-0.033544,0.074737,-0.25024,0.50971,-0.53686,-0.16599,-0.86064,0.087883,-0.036209,-0.18262,0.53925,0.22635
TCGA-AQ-A04L-01,0.69063,-1.3096,0.34859,-0.063694,0.54571,-1.0404,-0.95849,-0.52045,0.51273,0.71746,0.19743,-0.32938,1.3706
TCGA-AQ-A1H2-01,-0.11445999999999999,2.0028,1.3414,0.08619600000000001,-0.15656,-0.54173,1.5190000000000001,-1.0086,0.22036,-0.27625,-0.08493400000000001,1.1388,-0.12032999999999999
TCGA-AQ-A1H3-01,-0.16192,-3.4297,1.1536,-0.5219199999999999,-1.2379,-0.43577,-1.0427,-0.49533,0.29191,0.62051,0.14109000000000002,-0.20093,-0.047471
TCGA-AQ-A54N-01,-0.355,0.29499000000000003,1.7105,-0.0073194,1.516,0.63289,-0.18753,0.6320899999999999,-0.1182,-0.17524,0.14117000000000002,-0.33099,0.49466000000000004
TCGA-AQ-A54O-01,-0.32645,0.64099,0.29593,-0.042508,0.32335,0.2401,-0.37451,-0.20009000000000002,-0.17057,-0.30314,-0.11832000000000001,-0.2704,-0.06340599999999999
TCGA-AR-A0TS-01,-0.13001,-0.48613999999999996,0.16868,0.09689400000000001,0.5081600000000001,-0.24674000000000001,-0.56622,-0.43566000000000005,-0.13278,-0.48031999999999997,-0.046269,0.17465,0.82332
TCGA-AR-A0TX-01,-0.016058000000000003,0.58513,0.22682,0.092157,0.7159800000000001,0.29793000000000003,-0.7912899999999999,-0.8618899999999999,0.24716,0.40471999999999997,0.12517999999999999,2.638,0.055058
TCGA-AR-A0TY-01,0.15265,0.70797,0.47158999999999995,0.26097,-0.49623999999999996,0.036575,-0.62826,0.16101,0.1399,0.0032724000000000004,0.25117,-0.51173,0.24491999999999997
TCGA-AR-A0U2-01,0.76303,-1.4414,-0.33111,0.29372,-0.45868000000000003,0.50781,-2.4991,-0.67466,0.61053,1.1519,-0.040077,-0.6984,1.1326
TCGA-AR-A0U3-01,-0.030656,0.24556999999999998,0.29186999999999996,0.11510999999999999,-0.21277,-0.19538,-0.23765,-0.81535,0.14197,-0.47026,-0.006997199999999999,0.017329,0.12815
TCGA-AR-A1AH-01,-0.30814,-0.36359,-0.30485,0.21175,1.2152,-0.29262,-0.8522799999999999,0.32535,-0.14858,-0.16399999999999998,0.74921,0.36435,-0.14126
TCGA-AR-A1AI-01,-0.096097,-0.12475,-0.43201999999999996,-0.22571999999999998,1.016,0.49817,0.51144,0.21784,-0.11744,0.35331999999999997,0.065307,-0.082216,-0.17469
TCGA-AR-A1AJ-01,-0.18215,-0.828,0.54038,-0.9133,0.98313,0.78022,-0.8224299999999999,0.52418,0.10982,-0.12276,0.031677,-1.026,-0.61895
TCGA-AR-A1AK-01,0.17273,-0.7239,0.28911,-0.1613,0.5294399999999999,-0.8727600000000001,-0.73847,-0.45874,0.37649,-0.10732,-0.11469000000000001,0.71027,1.0011
TCGA-AR-A1AL-01,0.32106999999999997,-1.4441,-0.044154,-0.006655599999999999,-0.87874,-0.38132,-1.1729,-0.78288,0.44133999999999995,0.31058,-0.034136,-0.14578,0.5593100000000001
TCGA-AR-A1AM-01,0.16622,-0.16752,-0.28798,-0.11709000000000001,0.11275,-0.081,-0.61506,-0.9286700000000001,0.2912,0.051866999999999996,0.2513,-0.14226,-0.10455999999999999
TCGA-AR-A1AO-01,-0.06730900000000001,-0.25098000000000004,0.44085,-0.15345,-0.022685,-0.21923,-0.056745000000000004,0.35236999999999996,-0.07687000000000001,0.10249000000000001,-0.099627,-0.13515,-0.4977
TCGA-AR-A1AP-01,-0.015813,-0.29419,0.38853000000000004,-0.22161999999999998,-0.44883,-0.19004000000000001,-0.16569,-0.68337,0.22901,0.42227,0.033667,0.12832000000000002,0.75443
TCGA-AR-A1AQ-01,-0.087484,-0.59545,0.47117,-0.14586,1.0112,0.12912,0.085406,0.21126,-0.038911,0.27587,0.10642,-0.19891,-0.20339000000000002
TCGA-AR-A1AS-01,-0.25340999999999997,0.12968,0.29245,0.059753,-0.080259,-0.17254,0.11402000000000001,-0.7648199999999999,0.051892999999999995,-0.41583000000000003,-0.044014,0.36175,0.5556
TCGA-AR-A1AU-01,0.056014,-0.49033000000000004,0.086998,0.13001,-0.11637,-0.2748,-0.9882299999999999,-0.65973,0.36944,0.27399,0.24509,-0.54375,0.8224100000000001
TCGA-AR-A1AV-01,-0.082304,0.20661999999999997,0.5764600000000001,-0.045915,-0.16062,-0.49381,-0.39036,-0.81838,0.070521,-0.39713000000000004,-0.27935,0.45615,0.50131
TCGA-AR-A1AW-01,0.17131,-0.7982199999999999,0.01083,-0.24791,-0.62264,0.96265,-0.9839,-0.86103,0.2263,0.6553100000000001,0.021675,-0.061512,0.10759
TCGA-AR-A1AX-01,0.75143,-2.0699,-0.8703200000000001,-0.12974000000000002,-0.32929,0.5616,-1.7426,-0.85019,0.48839,0.88207,0.29477,-0.6958300000000001,-0.12611
TCGA-AR-A1AY-01,-0.0048316,-0.43911999999999995,-0.007873699999999999,-0.11952,1.2366,-0.27363000000000004,0.6604300000000001,0.065363,0.016936,0.065376,-0.040901,-0.027466,0.40331999999999996
TCGA-AR-A24K-01,-0.074638,0.8422299999999999,0.76854,-0.047935000000000005,0.15225999999999998,-0.52845,0.71823,-0.9031899999999999,0.032057999999999996,-0.4117,-0.38887,0.9869,0.60478
TCGA-AR-A24L-01,-0.12407,-0.4002,-0.41526,-0.0084557,0.54333,-0.54543,-0.43253,-0.63534,0.31755,-0.04052,0.18574000000000002,0.30625,-0.1287
TCGA-AR-A24M-01,-0.014584999999999999,0.6089399999999999,1.4878,-0.2173,0.6094,-0.25827,0.57721,-1.0206,0.17782,-0.10765999999999999,-0.16535,0.41878000000000004,0.19297
TCGA-AR-A24N-01,-0.17829,0.062209,1.0029,-0.2511,-0.28781999999999996,-0.42868999999999996,0.31558,-1.092,0.16493,0.018649000000000002,6.74e-05,0.70343,0.41653999999999997
TCGA-AR-A24O-01,-0.13324,-1.9207,0.76737,-0.02163,0.62662,-0.58101,-0.40068000000000004,-0.9405899999999999,-0.19335,-0.026008,0.21950999999999998,0.35795,0.16427999999999998
TCGA-AR-A24P-01,-0.22175,-0.42005,0.69811,-0.20611999999999997,-0.030736000000000003,-0.6042,-0.014156,-0.872,-0.15653,-0.41708999999999996,0.19441,0.20843000000000003,-0.028166000000000004
TCGA-AR-A24Q-01,-0.055115,-0.95096,-0.1473,-0.23731,0.26263000000000003,0.77478,0.0028536,-0.8945299999999999,0.43065,0.3938,0.065151,0.58496,-0.14799
TCGA-AR-A24R-01,-0.060811000000000004,-0.63756,0.44338999999999995,-0.073755,0.20253,-0.9082600000000001,-0.20911,-1.1148,-0.23926,-0.4049,0.29804,-0.16676,0.39132
TCGA-AR-A24S-01,0.00016293,-0.57633,0.43468999999999997,-0.0096014,0.23021999999999998,0.0063406999999999995,0.053078999999999994,-0.97775,0.033977,-0.17025,-0.092913,0.33655999999999997,-0.063626
TCGA-AR-A24T-01,0.053554,-2.2022,-0.74332,-0.097136,0.11679,-0.10794000000000001,-1.4283,-0.8003399999999999,0.34199,0.39607,0.0053753,0.14584,-0.097011
TCGA-AR-A2LE-01,1.2156,-2.1741,-0.46416,0.017093999999999998,-0.61703,0.64342,-2.2105,-0.44828,1.0533,1.2897,0.8264299999999999,-0.90148,0.044277
TCGA-AR-A2LH-01,0.0010454000000000001,-2.3911,0.006538899999999999,0.026122000000000003,-0.082411,0.22835,-1.1669,-0.23103,0.095073,0.26921999999999996,0.22978,-0.63741,-0.13229000000000002
TCGA-AR-A2LJ-01,0.075937,0.017115000000000002,-0.58541,0.074299,-0.010316,-0.17157,-0.10789000000000001,-0.9912200000000001,0.2771,0.14958,0.12474,0.79459,-0.15919
TCGA-AR-A2LK-01,-0.18422,-1.4813,0.20672,0.079623,-0.012483,-0.19059,-2.0638,-0.9025799999999999,0.40613,-0.60847,-0.06343,0.24615,0.7567
TCGA-AR-A2LM-01,-0.13865999999999998,-2.9810000000000003,-0.40776999999999997,0.41888000000000003,0.6813600000000001,-0.30434,-2.2902,-0.67037,0.031501999999999995,-0.39066,0.093016,-0.73023,-0.7268899999999999
TCGA-AR-A2LN-01,0.11027999999999999,-2.4034,-0.15774000000000002,-0.11846,0.057567999999999994,-0.34728000000000003,-1.208,-0.8788799999999999,0.38029,0.82025,0.3552,-0.9948,1.051
TCGA-AR-A2LO-01,-0.026543,-2.3418,-0.073811,0.20135,0.27959,-0.078863,-2.1182,-0.77774,0.271,-0.043087,0.44863000000000003,-0.8323200000000001,-0.45495
TCGA-AR-A2LQ-01,0.074907,-1.8902,-0.19183,-0.13513,0.16862,0.1751,-1.6236,-0.77763,0.13334000000000001,0.12215,0.44382,-0.55921,-0.26675
TCGA-B6-A0I2-01,0.13380999999999998,-2.2314,-0.10826,-0.1047,0.32836,0.46538,-1.7212,-0.69794,0.50255,0.8565799999999999,0.6318699999999999,-1.4335,1.2788
TCGA-B6-A0I9-01,-0.070618,0.097673,0.14115,-0.10284000000000001,0.082015,0.163,-0.30141,-0.71602,0.5172100000000001,0.27628,0.0028357,3.9171,0.006028
TCGA-B6-A0IB-01,-0.10749,1.1605,-0.75085,-0.0011007999999999999,0.17129,-0.037381,0.44864,-0.6762,0.31834,-0.2297,0.11498,-0.37003,0.24500999999999998
TCGA-B6-A0IG-01,-0.06214600000000001,0.64773,0.5174300000000001,0.25087,-0.76547,-0.19013,-1.3086,-0.401,0.057061,-0.15311,0.099595,2.008,-0.14789000000000002
TCGA-B6-A0IJ-01,-0.14287,-0.50564,-0.439,0.056274,-1.2741,0.54352,-0.9420000000000001,-0.26692,0.022253,0.47303999999999996,0.018811,-0.9229999999999999,-0.17989000000000002
TCGA-B6-A0IK-01,0.34302,-0.11959000000000002,-0.72418,0.047348,-0.73679,0.37866,-0.56376,-0.92869,0.36225,0.62746,0.00056106,-0.3916,0.46218000000000004
TCGA-B6-A0IO-01,0.013472,0.15921,0.055412,-0.32216,0.52566,-0.24955,-0.34196,-0.6552899999999999,0.01284,-0.19755999999999999,-0.006839100000000001,-0.25475,1.0691
TCGA-B6-A0IQ-01,-0.26292,-0.12090999999999999,-0.0038676,-0.013977000000000002,2.2291,-0.29108,0.56128,0.07959,-0.22121,0.634,0.092689,-0.27298,-0.10098
TCGA-B6-A0RG-01,0.30685,0.0049693,0.2264,-0.075156,-0.20597,-0.11124,-0.73887,-0.89155,0.20563,0.19774,0.187,-0.070448,0.28823000000000004
TCGA-B6-A0RH-01,0.2366,-0.11124,0.6536,0.15707000000000002,0.83726,-0.070337,-1.0076,-0.84649,0.86441,0.13855,0.19091,2.2087,0.039988
TCGA-B6-A0RN-01,0.2217,-0.6109,-0.47051000000000004,0.10145,0.58096,-0.08897100000000001,-1.128,-0.93099,0.2519,0.28364,0.1977,-0.41048,-0.19044
TCGA-B6-A0RO-01,-0.36744,0.84796,0.8391700000000001,0.26169000000000003,0.28715999999999997,-0.50961,-0.49988,-0.87379,0.09818400000000001,-0.16477,0.04513,-0.93847,-0.37001999999999996
TCGA-B6-A0RP-01,-0.044341000000000005,-0.14692,0.083345,0.093079,0.741,-0.23344,-0.85169,-0.9481,0.1363,-0.030118000000000002,-0.028531,0.31446,0.016719
TCGA-B6-A0RQ-01,-0.007115899999999999,-1.0467,-0.39339,0.2744,0.66955,-0.54967,-1.4217,-0.96735,0.56326,0.18547,0.24151999999999998,-0.45971000000000006,-0.26184
TCGA-B6-A0RT-01,-0.042749,-1.5648,-0.30004000000000003,0.039367,0.78945,0.45965,-1.5359,-0.46479,0.16651,0.57667,0.15450999999999998,-1.3194,-0.6675300000000001
TCGA-B6-A0RU-01,-0.28417,-0.09972,-0.9142399999999999,0.16452999999999998,1.5857,-0.37759000000000004,-0.38982,0.52572,0.023079,-0.14911,0.29801,-0.22166999999999998,-0.44873
TCGA-B6-A0RV-01,0.37001,-2.2787,0.20847,0.14407999999999999,-0.048779,-0.31432,-1.6803,-0.9045,0.17054,0.087241,0.19028,-0.67478,-0.051651
TCGA-B6-A0WX-01,0.13885999999999998,-0.71185,0.41878999999999994,0.1214,1.6007,0.61827,-0.7257600000000001,-0.61634,0.16032000000000002,0.10167999999999999,0.11339,-0.39581,0.23245
TCGA-B6-A0X0-01,-0.2153,0.8806200000000001,0.23510999999999999,0.1067,0.21894,-0.22144,0.16885,-0.8901,0.049238,-0.40193,-0.052176,-0.07634099999999999,-0.36643000000000003
TCGA-B6-A2IU-01,-0.026037,-3.0115,0.22721,0.29699000000000003,-0.039909,-0.098857,-1.9886,-0.89818,-0.18259,-0.13814,-0.10311,-0.050845999999999995,0.5243
TCGA-BH-A0AU-01,-0.054366,-0.14037,0.16515,-0.055999,0.4402,-0.35589,-1.1395,-0.31697,0.37993000000000005,0.19016,-0.12452,-0.16771,0.18463
TCGA-BH-A0AV-01,0.0026267,-1.5484,0.09700299999999999,0.14589000000000002,1.1989,0.66365,-0.9766,-0.32464,0.44706999999999997,0.23981,0.1441,-0.51351,-0.18469000000000002
TCGA-BH-A0AY-01,0.03036,-0.3548,-0.57592,0.47206000000000004,0.43678,-0.26888,-1.0273,-0.59304,0.24316,0.34131999999999996,0.006485800000000001,-1.1011,0.11517999999999999
TCGA-BH-A0AZ-01,0.2193,-0.40752,0.13305999999999998,0.063324,-0.017618,-0.16408,-1.2312,-0.60811,0.36104,-0.056021,0.2966,-0.33701,0.62483
TCGA-BH-A0B0-01,0.047799,-0.33791,0.35781,-0.27593,0.27998,-0.3179,-0.27061999999999997,-0.9424799999999999,0.10983,0.053888,-0.074159,-0.43668,1.0164
