,mRNA_RB1,DNA_RB1,mRNA_CDH1,DNA_CDH1,mRNA_PTEN,DNA_PTEN,mRNA_BRCA2,DNA_BRCA2,mRNA_CDKN2A,DNA_CDKN2A,mRNA_TP53,DNA_TP53,mRNA_CTNNB1,DNA_CTNNB1,mRNA_CCNE1,DNA_CCNE1,mRNA_CCND1,DNA_CCND1,mRNA_CDH2,DNA_CDH2,mRNA_CDH3,DNA_CDH3,mRNA_ERBB2,DNA_ERBB2,mRNA_ERBB3,DNA_ERBB3
TCGA-AN-A0FS-01,0.1320301358888681,0.055652562610193204,-0.8004827073392633,-0.9634090778299144,0.5051820466090029,0.35902794733384663,-0.8353372945275079,-0.17181774761393592,-0.43054958196775384,0.2575149083163531,-0.5139834593223476,0.8772795285227261,0.7982263020843965,0.3004118392922876,-0.37114828068704364,-0.3047327513924495,1.188389072129904,2.391322973476968,-0.20008627137054488,0.07472377831296521,-0.47824848346616067,-0.9772135621840692,-0.24076503542492356,-0.35243664882912323,0.8241404272711136,-0.18011497473277846
TCGA-AN-A0FT-01,1.1549529283895463,2.7243411270658515,0.8442029681190572,0.8868664951292682,-0.7800794205185801,0.4970825084448887,-0.7817384808853689,2.4461948092890737,-0.41915948170487194,0.7608572310872648,1.007995184074494,0.26013841260389353,-1.5138732539994153,0.3473355788202145,-0.38021678130392655,0.9855621684059229,-0.40836824377869674,-0.8845602166384957,-0.18850628647035755,0.07005158673107989,-0.6413191367163562,0.9130955559206715,4.368624671131948,2.830952879665176,0.6960093909639383,0.6736514252597411
TCGA-AN-A0FV-01,0.47677278018624464,0.5904440518347723,2.4328324607433465,0.7117697954283286,-0.5360203530785699,-1.0609618240940146,0.05048436600239319,0.34819844519556603,-0.31357999449813695,-0.7422110876019093,0.6823038547041335,-0.44115831003114364,-0.14676439461644158,0.41230691047426715,-0.2451855379061427,-1.013511193637857,-0.4677497408152594,-0.8854564911091154,-0.05475208949898005,-0.9554944654927512,-0.5051829876962771,0.7342103710152793,4.361228598300193,2.830952879665176,0.019353527938299815,-0.09191596646908842
TCGA-AN-A0FW-01,1.4756242223259985,1.4808850535978646,1.2132339175056495,0.4687251227091139,-0.31069137270732367,-1.4422553738292738,-0.412820070938685,1.2140382145039978,-0.3498848142655183,0.002364422119116717,0.09437150408759548,-0.9180400814229686,0.4788506090257277,1.5493052144201884,-0.3068532305484576,0.1371490704563082,0.23007992019149,2.0068212255810627,-0.15399572642106094,-1.2054567151236164,-0.5815850785923756,0.4859070546540633,-0.38065435771070666,-0.8528443582307291,2.328906046134393,0.966472132695192
TCGA-AN-A0FX-01,-1.3326658619338576,-2.1836221459656304,-0.6441000553932139,1.6787217191499353,-1.1046547078700601,-0.9985085702580669,-0.34870806143937216,-0.6508474424680091,0.44782483411847135,1.210849906744209,1.3289993118657402,2.0741592684865227,4.491706575835612,1.6539812487517176,1.2346588046482003,1.4044661355185453,-0.5706327088872146,-0.5385982709792427,0.1727933633769877,0.046690628821653216,2.3899644861137985,1.7220837801943105,-0.3338160292017739,-0.6476598822304166,-1.4069025228897576,-1.467820495382653
TCGA-AN-A0FY-01,-1.4475469506648369,-0.834788439152899,0.9547763447813625,1.7649633772115925,-0.8061896004280563,0.29328768013811235,-0.4213605810145878,-1.0274108924335106,0.6160584251256851,4.319046738601452,2.332053385028622,0.7463708069641859,-0.753799360160326,0.17407869440940743,0.12402088238557217,3.009380912473233,-0.2996729078362281,-0.01427770566664462,-0.09893004304240478,1.9202394531576725,-0.6116128048152293,1.8101914085805484,-0.3557214806039177,-0.7749262027875725,-0.23161025233109617,1.1358142285614767
TCGA-AN-A0FZ-01,0.3647963865823394,1.7917490719648612,2.7405244208509014,1.6578146505289275,-0.8758223533650569,-1.66577228229477,-0.018197726729399677,1.5163136369252845,-0.41605653870895615,-0.22959056533291633,-0.5365555004851108,-1.6941417878057432,-0.005278098208506496,0.9465156374075888,-0.30463759852694694,-0.8279208284613785,-0.3172817863279152,-1.0118311914665108,-0.08624362982968531,-1.4086970489356285,-0.4857034564766348,1.70072435513098,-0.1316465042716333,0.08736805078336089,1.0057891522148108,0.33143927319662375
TCGA-AN-A0XU-01,-1.5287483769160362,2.99305409209495,-0.7629799018772262,0.11330495615198281,-0.8548216290449666,-2.6978944772677984,2.799411144915806,0.5198294053839239,1.6759343320852769,0.2575149083163531,-0.5328267161471472,-1.1580394042802926,1.0283931998026623,-2.0241180265527072,0.18514751285732198,0.9095584950479367,-0.6057015089363661,-1.092495893822295,-0.17812661469107974,-0.7499180358897962,1.1562845497304135,0.12279682857744653,-0.317101913582618,-0.15937277478663509,-0.9798659665991657,0.1691530979914341
TCGA-AO-A128-01,2.667939108269962,0.5746374068330606,-0.49777611692191615,0.6568887402981833,-1.2589322013720903,0.8586539780214275,0.9679898211648806,0.3174585717289945,-0.21900969311594895,0.7979700290795901,-0.9251929309506571,0.8741626541999037,1.6021532480984741,1.166696261346323,0.09564410390432493,-0.10146711334202094,-0.4888534554564358,-0.5009547432132101,-0.17568868377761343,0.0116491919575132,2.0527702502690115,0.678141880224037,-0.3229075314585697,-0.34810786241561453,-1.6081197710236468,-0.15541925241894522
TCGA-AO-A1KO-01,1.5149007750706487,0.5667340843322047,-0.1720451178435444,0.6464352059876795,1.8107949057818846,0.32615781373597946,-0.4410139433367216,0.32514354009563734,-0.4814838364581863,0.2598344581908734,0.6033006237471401,0.90844827175095,3.256012405389026,0.31484991299318815,-0.3835696539834555,-0.2428692963336234,-0.4892181805731279,-0.4901994495657722,-0.18804650016101215,0.0396823414488252,0.16683557214834327,0.6674621676923718,-0.36906531469346715,-0.33858453230589536,-0.5265093625459009,-0.130723530105112
TCGA-AO-A1KP-01,0.6205397712740327,0.5561963209977303,-0.41359173421869333,-1.564487300683886,-0.08361168743183812,0.46749938820680825,0.3330739705016143,0.3148969156067802,-0.340149706175753,0.2876690566851174,2.4430793597966605,1.2263694526788333,-1.0871333401004244,0.3328975051193139,-0.30456952658178654,-0.13681765908992155,-0.013115109082776001,-0.47406650909461534,-0.18386488741266463,0.053698916194481215,-0.4391991750963037,-1.5912970327548182,-0.36775704214824506,-0.2502772894703178,0.6810985469951307,-0.0707482044858028
TCGA-AO-A1KR-01,-1.3839343916853863,-0.23677036992147316,-0.8601353331598861,-0.10883264794622412,-0.8423389557533435,0.30643573357725923,-0.9142564182427773,-0.5099563557462228,1.5132701831489128,-0.48010195178111204,2.0914059889773196,-0.14817212368583904,-1.4360880413864132,-0.8799006857563357,1.3341887719494827,0.12300885215714794,-0.5289828955222946,-0.4866143516832929,-0.13942729667793083,0.08173206568579322,-0.05362071063215992,-0.10414706272043897,-0.2578187457517734,-0.35503392067722844,-0.4432258330303604,2.0883635178093294
TCGA-AO-A1KS-01,2.2992470456121437,0.08990029344723524,-0.4914757977298829,-0.8719406526130056,3.4773902253243048,1.2267994743175397,4.617489139638176,4.375121869316438,-0.452267803153529,-0.13448902047758282,-1.5886201489352676,-3.109202730367107,-0.3616496813916083,-1.8544706605671253,-0.1692451346459732,0.06468045167311191,0.31787740550881133,0.06817954563037934,-0.18121442787988035,0.3480469858532572,-0.5350054430806561,-0.8837660775319987,-0.33715147423680175,-0.07019977466835585,0.11019126015650879,0.701875107904122
TCGA-AO-A1KT-01,-0.8097486723145945,-1.3195255525387242,1.4650497583888402,1.8355247338074931,-0.4557574083576646,0.40175912101107397,-0.6121437388819972,-1.5090022434097978,-0.3152111888148951,-0.25278606407811965,0.5675940927332911,0.9926038784671545,-0.1434700774584313,0.33650702354453904,-0.20742537116491572,-0.6653083180210357,1.6083546906517128,2.7910613873734103,-0.03523310550172146,-1.18209575721419,0.7269026717269588,1.8822794681692885,-0.26450939153918435,-0.31520908567294836,-0.5636991621040045,-0.09544392679963601
TCGA-AQ-A04L-01,-0.8270788745911023,-1.4328065083843247,0.43450126479504175,0.6725690417639392,-0.6635879336096087,0.3294448270957662,-0.8686674995059084,-1.6191534566650123,0.10010379456881295,-0.8141171337120395,-0.6067488575592824,-0.45050893299961065,-0.4686311498360095,-0.9737481648121894,-0.3114017540066908,-0.9816957024647462,-0.18750914145152298,0.7690661816550832,-0.04571372422098024,-0.8106565264543056,0.6952467754600217,0.6941614490215348,-0.26070506639011964,-0.7160547075638541,0.2675681479455184,1.9860526682234487
TCGA-AQ-A1H2-01,-0.6043221486828113,-1.6277551300721023,-0.4886339266627247,-1.582780985727268,0.5241493259551159,0.35902794733384663,-0.8918581107042538,-1.8087160097088704,-0.47452236852697904,-2.7486217290619956,-0.9403664214191154,0.7276695610272516,0.30802546601733377,0.2065643602364337,-0.3947780291344932,-0.39664417033699106,0.2629796159348484,0.13988150327996549,-0.18666115919208812,-1.9109576439883018,-0.5887090956067839,-1.6099865296852327,-0.21856441006698052,-0.38879845470259633,-0.21357668455974374,-0.077804125146898
TCGA-AQ-A1H3-01,0.9314660200968699,0.5693685251658234,-0.6559870195510431,-0.9372752420536548,0.20003246301544694,0.33273184045555293,0.3926192374725648,0.3225818839734231,-0.426789669399747,0.24359760906923109,-0.46808888130050175,-0.5471320370071048,0.6488884381243205,0.3653831709463402,-0.34268783958932514,-0.24640435090841348,-0.01744374312647748,-0.4928882729776317,-0.10150024352661162,0.049026724612595884,-0.48135749239355147,-0.9505142808549062,-0.07482852435902737,0.003389594361292098,0.24328345906047372,-0.13425149043565962
TCGA-AQ-A54N-01,-1.7107301256113345,-0.9744138033346859,-0.8477076539866416,-0.8458068168367462,6.688716579553171,4.198259551564731,-1.0943760485677336,-1.188795228133011,4.686065688203826,1.786098275625251,-1.1304927948707963,2.956234701845258,-1.6535052289649335,-1.8436421052914498,0.9780113219614662,0.9997023867050832,-0.4122197271786323,-1.0037647212309326,-0.2110696307760793,0.2732919205430919,0.03102635101471487,-0.8570667962028359,-0.3826128854461661,-0.8277373970323786,-0.29509395217744144,1.9578289855790683
TCGA-AQ-A54O-01,-0.8368910527859078,0.22162233512816604,0.2975897067971066,2.0106214335084327,-1.3508025897028286,-0.9656384366601997,-1.1121096195904534,-0.010433411914435331,-0.02260940553287592,-0.15768451922278615,0.32546863861185776,0.3474108936429204,-1.4279654991071995,2.227894678362516,-0.18161380708161576,0.45353645490001876,-0.3781728825730415,0.2555009099899229,-0.1727902187996907,-0.3200764103563456,-0.583161330779196,2.0077660904163546,-0.32207892793234655,-0.49442084319220864,-0.8844399693039594,0.8535774021176686
TCGA-AR-A0TS-01,-0.9127170750794702,0.3559788176427155,1.3912577282364418,1.046282893364452,-0.46730899146739785,-0.1438850967135209,2.3667598953871236,0.12021105031849377,-0.20047220416906075,-0.03474837587320861,-1.0291058803240625,1.005071375758444,-0.17990380074376858,-0.3095967745707623,0.07645835554124931,-0.17040067755042712,-0.6363215443730925,-0.5887896413339531,-0.12900608294804355,0.5372707449196134,4.1756744261939565,1.0759611720285658,-0.23683685838483914,-0.3117460565421414,-1.0127088225353311,-0.5258550871264434
TCGA-AR-A0TX-01,-0.22778908310386473,-0.48440780828162316,2.0699796393498078,0.6856359596520689,0.7388095646588716,0.3294448270957662,0.5965525203137451,1.2652713369482838,-0.33072218537941844,0.2343194095711498,-0.3460966482014179,-0.4349245613854987,-0.8976394020605223,-1.1181289018211953,-0.22482390158715135,-0.3118028605420296,-0.43821116146630656,-0.491095724036392,-0.16723049338182522,0.04435453303071055,-0.5906640307854145,0.7075110896861163,3.3755337191131125,2.830952879665176,3.1776113782239497,1.2240132368251668
TCGA-AR-A0TY-01,0.07051843708534138,0.593078492668391,4.559651895909162,0.7091564118507027,0.8491642538579335,0.3853240542121404,1.0468025991324155,0.35076010131778035,-0.4784735563654655,-2.7486217290619956,0.9702687816601524,-1.4728437108853536,-0.38087059396275985,0.46284016842741926,0.33300109526720445,-0.278219842081524,0.2094987921654912,-0.4866143516832929,-0.19003178998063788,0.053698916194481215,-0.596440665477506,0.731540442882363,-0.33922517183160744,-0.9809764360705867,-0.3164250618185985,-0.08838800613854081
TCGA-AR-A0U2-01,0.7350154184831802,-0.3395135624325993,-0.36405460129907286,-1.4547251904235954,-0.4116635849851589,-0.6599461942000352,1.9756374955247398,-0.5560661659460803,-0.36969355495174566,-0.507936550275356,0.3661732209791113,-0.2385614790476885,-1.4617670424095437,-2.630517121990532,-0.29051069362388754,-0.8827141743706245,1.283244029790118,0.6041516790610353,-0.1254846548787815,4.006372994469475,-0.6521023861564095,-1.4791600511723335,-0.2953864562837643,-0.24768001762221264,0.9627091160250258,1.2204852764946192
TCGA-AR-A0U3-01,2.4507722245340275,0.9882446177111833,0.22141849488759324,-1.2273608191701368,0.6345964612125853,0.3491669072544865,2.317629273501887,0.7350085196499246,-0.11407840002177268,-1.4751888479503343,-1.4985140379107662,-1.2702468799018982,-0.1148630241700911,0.3653831709463402,-0.3262697647643189,-1.5225590524076256,1.2028318971364416,2.0139914213460215,-0.20765396851306886,0.0910764488495639,-0.48493978385674763,-1.2468763036086155,-0.3353259819405241,-0.8857431349733953,0.9295856434198679,0.02097876410843483
TCGA-AR-A1AH-01,-1.087560515677224,-1.424903185883469,-0.7983905120673731,-1.2587214221016483,-1.4634431396741234,-2.1982684465802182,0.8156932450809391,-1.6114684882983699,0.39052376063258415,-1.5030234464445777,-1.5027157269228335,-1.4510255906255964,-0.0554232947298622,-2.352584203248196,1.0960445614788614,-0.15979551382605697,-0.5128185016129987,-0.42387513873990507,-0.16207090003223001,0.1681676099506719,-0.17923560008908132,-1.278915441203611,-0.29015438173676994,-0.9809764360705867,-1.0760739460518727,-2.7131904920659564
TCGA-AR-A1AI-01,-1.3406596322602127,-0.89011169665889,0.3116647700347869,0.6307549045219237,-2.105401337370774,-1.6066060418186092,1.1395015705475684,0.3814999747843518,0.616466112152423,-0.42675230466714437,1.3521380560785559,0.3100084017690517,-0.2804755028995143,-0.7319104303221047,1.7898314110974196,1.5423332639353575,-0.6676115942380504,-0.8012066908708518,-0.2042920615341471,0.013985287748455866,2.7099571477583377,0.651442598894874,-0.34469723335919455,-0.47537418297277034,-0.9508015933903423,-1.1256083433195354
TCGA-AR-A1AJ-01,-0.4439343458299861,0.15049243262046338,-0.4468788987043525,0.7797177684466036,-0.06029502360869195,-0.2293474440679755,1.47413600449036,-0.0795981272142213,0.5863218137131904,0.24359760906923109,2.079800314834334,0.4689689922329935,0.25451860065014953,0.33650702354453904,3.0699871416976032,3.318698187767364,-0.22474419829107525,-0.547561015685441,-0.18281412531394914,0.2756280163340346,1.625438802123652,0.8036285024711032,-0.41045528147912563,-0.46065630916684075,-1.3512935296472954,-0.5717185714235622
TCGA-AR-A1AK-01,0.2062939484768416,-0.5212899799522837,-0.6226992862673603,-0.48777326670198895,-0.3512091419107769,0.32615781373597946,-0.3637423435353056,-0.7328204383788666,-0.34028743626942654,0.1995261614533448,-0.147886441598474,0.7432539326413635,-0.2439553271302371,0.29680232086706243,-0.37361533973180805,-0.3577585700143004,0.8860094728513113,2.7910613873734103,-0.19198725267972602,0.046690628821653216,-0.1582264857909894,-0.4912866419933026,-0.25539610608919333,0.3211225171128308,0.4136545316076099,1.093478704594906
TCGA-AR-A1AL-01,0.916032988122649,0.5878096110011537,-0.837831569289115,-0.406758375795584,0.27075357492692775,0.33601885381533964,0.1442189556939123,0.35588341356220893,-0.47588732432572894,0.24591715894375143,-0.15016499218176788,0.9053313974281275,0.5680593330945033,0.33650702354453904,-0.37701234938223127,-0.2693822056445489,-0.45520643010885214,-0.4830292538008136,-0.1958374437461113,0.028001862494111872,-0.24595151143963437,-0.40851886987289715,-0.28346507668690624,-0.34031604687129885,0.10935155621582947,-0.11661168878292162
TCGA-AR-A1AM-01,0.25479310647755293,0.5878096110011537,-0.5033629403341511,-0.4407323623047217,-0.9653357969025563,-1.1168410512103888,-0.8111834469753382,0.3456367890733517,-0.10695956876539633,0.30158635593223937,-0.3983401698300438,-0.10453588316632559,0.5110524606528618,0.28958328401661215,-0.36499282014918555,-0.23933424175883333,-0.15671467813643847,-0.47765160697709463,-0.17663592333541017,0.07238768252202255,0.05447523841240159,-0.44322793560080925,-0.09330820483435509,-0.3307927167615797,0.4125931168176953,-0.11308372845237402
TCGA-AR-A1AO-01,0.5502228904935487,0.5588307618313489,-0.3904787938182116,0.7457437819374662,0.24960871823954567,0.33601885381533964,0.7708593254745822,0.3174585717289945,-0.3392062699077492,0.30622545568128007,-0.3185860084218014,0.8055914190978111,0.38959935955265035,0.41952594732471743,-0.04522178354138371,-0.2587770419201787,-0.5319129618447127,-0.4633112154471774,-0.15847527803917943,-0.0888029270530215,0.5522181240084721,0.7689194367431913,-0.3813841171253865,-0.36715452263505277,-1.3525078578277767,-0.21186661770770684
TCGA-AR-A1AP-01,0.2630051914695097,0.606250696836484,-0.7602402025491921,-0.7830856109737228,-0.24331943539525758,0.4905084817253153,-0.30307794068505634,0.3635683819288518,-0.17050296871066375,-1.0947826685289996,-1.3243694730294302,1.2232525783560109,-0.12585869204705982,0.5097639079553461,-0.25802588304567076,-0.10676969520420604,0.3520085571023837,1.7397314333363545,-0.14905697008090557,-1.3175893130888647,-0.42529466964811014,-0.7929885210128443,-0.24820873972217303,-0.8086907368129405,1.015551361128641,0.08095408972774407
TCGA-AR-A1AQ-01,-1.2045505698905175,0.6457673093407632,-0.9370961928669623,-0.32313010131155323,0.08042960763605851,0.5496747222014762,0.32525338216299216,0.4019932237620662,2.794566848920269,0.7098271338478176,-0.8048956986313133,-0.19804211285099727,-0.12895974430898585,-0.814929354102283,1.192302244500208,-0.09616453147983588,-0.545853192279624,-0.46510376438841705,-0.04468448085268044,-0.042081011234168145,0.2652603148224948,-0.3230811696195756,-0.34594045997190764,-0.6459283676650132,-1.4665315669889079,-1.333758002821844
TCGA-AR-A1AS-01,-0.17593644268529043,0.6167884601709585,0.9329672567447921,3.3303801402095443,-0.38109205405778984,0.16838117246621714,-0.362431673953281,0.40711653600649483,-0.43807550530445916,0.18792841208074315,0.244531509041596,-1.4260905960430177,1.5140347898700297,2.4805609681282763,-0.24502348275927702,-0.3418508244277451,-0.3272166324503306,-0.5332206241555238,-0.12805036883232251,-0.05376149018888149,0.22362137953776018,3.409478360197412,-0.28624950127166077,-0.3178063575210536,0.2959090994725962,-0.10249984746073122
TCGA-AR-A1AU-01,-0.2576236587129739,0.5799062885002978,0.7072486275874159,0.6908627268073209,0.5030561555766178,0.33273184045555293,-0.4334572706233667,0.33795182070670887,-0.40863264868138693,0.24359760906923109,-0.5226311696166237,-0.581417654558151,0.5355911869104906,0.3256784682688636,-0.34214260526728235,-0.2552419873453886,-0.05388184146450217,-0.06536535049197474,-0.14547372758913665,0.025665766703169206,0.13658947355877138,0.7128509459519489,-0.2785369412934354,-0.32819544491347447,-0.008971167753258647,-0.10249984746073122
TCGA-AR-A1AV-01,0.7324275351145825,1.4835194944314831,1.2791548871470504,1.5767997596225227,-0.34517203370873817,0.23740845302173819,0.7321706310920167,1.216599870626212,-0.3430835356549228,0.18792841208074315,0.2856317183943101,1.5349400106382496,0.3897564422192649,0.21017387866165888,-0.32999703314223,0.18487230721597403,0.6368111246743411,2.3079694477093247,-0.1412641986499796,-0.8737311128097577,-0.6366844100682274,1.6179565830105749,-0.21789821219681088,-0.16456731848284556,2.1361621830991524,2.21889805003959
TCGA-AR-A1AW-01,0.328656058803828,-0.03128398489922106,-0.7837480114600649,0.16557262770450207,-0.15950044806907232,0.9671254188943891,0.5458623463897438,-0.2204892139360075,-0.45653981584304565,0.00468397199363705,1.0534342476193996,1.4601350268905124,-0.7711408874334528,0.33650702354453904,-0.21045347478995366,0.04347012422437158,-0.5828430764229214,-0.6183666988644073,-0.18756436428223883,-0.4181924335759376,-0.5796177335810919,0.17619539123577252,-0.32617087908804876,-0.18534549326768732,-0.8022150424914611,-0.2930097053103017
TCGA-AR-A1AX-01,0.7298271413817735,0.5878096110011537,-0.6327212174699113,0.20215999779126553,-0.1794112174003941,0.3458798938946998,0.5676944045803834,0.3456367890733517,-0.31149455859814,0.2273607599475888,-0.08208410930798286,0.5313064786894411,-0.16832909840923868,0.3328975051193139,-0.20812431633086903,0.09296088827143244,-0.4780212637575898,-0.4731702346239955,-0.14612036959232338,0.04435453303071055,-0.056046487068041106,0.21357438509660068,0.35560934779803655,0.7964232653160863,-0.8155293118045143,-0.10249984746073122
TCGA-AR-A1AY-01,-1.7346249212547984,-2.3469574776499846,-0.24405509263471387,0.7169965625835806,-2.1123766564338364,-2.9641425594105226,0.3704241561011778,-1.4603307770877265,0.7257391754025659,0.2343194095711498,-1.4601762613774092,-1.2795975028703654,0.28902775242574125,0.5386400553571472,1.086327620687596,-0.3277106061285849,-0.4391566986742059,-0.47496278356523514,1.1575772898760297,0.053698916194481215,1.6702789046012179,0.739550227281112,-0.37421838149214093,-0.9134473680198508,-0.44957922530348005,-0.11308372845237402
TCGA-AR-A24K-01,0.3586412873904103,-1.0271026200070579,-0.555750275539042,-0.9581823106746625,1.208707600420494,1.003282565852043,-0.06728937373326806,-1.224658413844011,-0.41737062658974017,-1.1643691647646097,-1.484515472638139,1.4227325350166438,0.6208057539553865,1.047582153313893,-0.2916551806502615,0.0417025969369765,0.5784425596454659,-0.33335141720730266,-0.1728007704551455,0.5302624575467854,-0.5931450614925838,-0.9718737059182366,-0.28750939385693036,-0.20266063892172212,-0.014919866190980242,-0.8080919135702515
TCGA-AR-A24L-01,-0.22911077665243498,-0.6819908708030195,0.675993086960572,-0.45641266377047723,0.23727508812840958,-1.2318865188029238,-0.7583362917595938,-0.8890814618339388,-0.3470528693588824,0.22504121007306846,-0.6628472424553044,-0.5221970424245255,0.34751324980498377,0.4050878736238168,-0.18368582925753002,-0.2852899512311041,1.1742879165509141,-0.024136724843462715,-0.02586556180709235,0.08173206568579322,-0.4903293538339907,-0.4592475043983068,-0.26884401115057377,-0.006133735748427054,-0.06330152482859537,-0.08133208547744561
TCGA-AR-A24M-01,1.3031445357549176,0.5957129335020096,1.227519525235327,0.7117697954283286,1.4542719548752925,0.33273184045555293,0.48738888865643054,0.3533217574399946,-0.33269309409569114,0.24823670881827176,-0.24030512277946975,0.8835132771683708,2.000700767036875,0.32206894984363843,-0.38052508133942725,-0.278219842081524,-0.23748323650710548,-0.4866143516832929,-0.11491156377746607,0.049026724612595884,0.04942846463221473,0.7342103710152793,-0.277701669362043,-0.34551059056750927,2.5133175230934865,1.665008278143617
TCGA-AR-A24N-01,-0.9131020771330133,-1.2141479191939795,-0.20413375797580297,-0.2081412238960107,0.670868218556773,0.33273184045555293,1.1921727820131345,0.22523895132927987,-0.3729183132248955,-0.0022746776299239486,-0.6136284195570013,0.7588383042554754,0.7329112722887893,0.33650702354453904,-0.3372203448714267,-0.26761467835715386,0.13826622784187995,-0.4875106261539127,-0.14453030989079596,0.058371107776366546,-0.2985156565123783,-0.2056043317712583,-0.2908839647386146,-0.3801408818755789,-0.08715396636037438,-0.12719556977456445
TCGA-AR-A24O-01,1.8696166464767605,0.5851751701675351,-1.110034603525688,-0.16632708665399537,2.249525974516169,0.3458798938946998,0.33557003326126444,0.34307513295113745,-0.41046701719680395,0.23895850932019044,-0.32784574496748614,-0.17934086691406295,1.3369959250625303,0.33650702354453904,-0.30322499587140894,-0.23579918718404327,-0.13711578082313838,-0.5394945454498626,-0.16370540962090951,0.028001862494111872,-0.48284423103336593,-0.16288548164459762,-0.3533927127311126,-0.3307927167615797,-0.24948284046269428,-0.130723530105112
TCGA-AR-A24P-01,0.7638477553368876,0.44818424681936697,-0.5375604604803289,-0.7464982408869592,0.4372729891036656,0.1387980522281367,0.9279887868482319,0.20986901459599408,-0.3137468769658494,0.28534950681059706,-0.42496075758110685,-0.8276507260611196,0.4340766561541304,0.4014783551985917,-0.27595361794479845,-0.2587770419201787,0.5474798227594839,-0.4866143516832929,-0.009747949641834508,0.14480665204124524,-0.25692408203160494,-0.7556095271520161,-0.19106437842322707,0.14104500231086883,0.6409439198456479,-0.01430083919704119
TCGA-AR-A24Q-01,-0.38807521722218463,-1.5566252275643997,-0.5269690620799086,0.5863273837022823,-0.9740187284840665,-1.6526242288556232,0.02390071298890007,-1.7395512944090843,-0.4311965861874946,-2.458677994746954,4.410573116765441,2.385846700768761,4.241703525101955,-1.0278909411905666,-0.2424246715625893,-0.31710544240421473,-0.2433953862879604,-0.4866143516832929,0.6199163568342279,1.3478959843767189,1.6760349511774977,0.6060538206352969,-0.34674795948267834,-0.7134574357157489,-1.0108760819171179,-1.6336346309183902
TCGA-AR-A24R-01,1.1667958382397674,0.6325951051726701,1.7751687908165272,0.7692642341360998,-0.40027111222296385,-0.025552615761199132,0.5426179659078164,0.3891849431509947,-0.453548276562207,-1.356891804349797,0.2270684904278845,0.09494407349430699,-0.49418998689547744,0.32206894984363843,-0.3273283933050229,-0.8844817016580195,0.6485151045534018,2.3007992519443654,-0.1606474235526465,-0.752254131680739,-0.6249376286706085,0.792948789939438,-0.33681020612735707,-0.546366280154313,0.6610480962502536,0.024506724438982438
TCGA-AR-A24S-01,0.9342348632407486,-0.08660724240521205,-0.7097269006918373,-0.7438848573093332,1.5173512276027348,1.0657358196879905,0.7341143641042717,-0.31014717821350785,-0.47211194315108923,-0.3409289593098922,0.459113716763732,-0.7871313598644282,-0.09626466926358437,-1.5837567786752393,-0.30683061309571075,-0.6370278814227153,-0.38823362994053534,-0.4480745494466404,-0.13808906428099793,0.1611593225778439,-0.6251931084713582,-0.7529395990190998,-0.37220451557047335,-0.542903251023506,-0.31668772059949074,-0.01430083919704119
TCGA-AR-A24T-01,0.7897466760865292,-0.5028488941169533,-1.1915803321968559,-0.3910780743298282,2.8308936996129184,0.33273184045555293,-0.6524070184718548,-0.7148888455233665,-0.2859221258385383,0.24359760906923109,-0.14146913277909667,-0.36947020060622854,0.4773392941683952,-1.1758811966247977,-0.36668715282291964,-0.27998736936891905,-0.40186795509283574,-0.4848218027420533,-0.11861012672412685,0.028001862494111872,-0.2993015854550892,-0.3924993010753994,-0.279518724084433,-0.33858453230589536,2.050184773029171,-0.12719556977456445
TCGA-AR-A2LE-01,0.2594964748140398,0.593078492668391,-1.1955487579380601,-1.12805224322035,0.6772720417341949,0.3557409339740599,-0.3212329972105767,0.35076010131778035,-0.41234154459482564,0.2760713073125157,-0.6934442074764402,-1.1798575245400493,-0.3917402773598353,0.31845943141841326,-0.35823086053864045,-0.1951460595739576,0.0749814409963086,-0.4812367048595739,-0.18929516811243105,0.07005158673107989,-0.6056804979272997,-1.145419034557796,-0.2491590328220935,-0.32126938665186056,1.1081798746688292,-0.11308372845237402
TCGA-AR-A2LH-01,-0.7349109687937199,0.3428066134746224,-1.124561604675473,0.42952436904472446,-0.32436246279228736,0.3491669072544865,-0.4319288984896975,0.10740276970742228,0.05084669400523054,0.34797735342264596,-0.0010143794843524591,0.63416333134258,-0.32423340745202994,0.018869402124726053,-0.10186840167390043,-0.27998736936891905,-0.5951475740642251,-0.5063323900369291,-0.19324746929341438,0.2989889742434612,1.9472903346356945,0.4458581326603189,-0.2874533096964478,-0.41477117318364853,-0.581587216713403,-0.3177054276241349
TCGA-AR-A2LJ-01,-0.9332367154205923,0.5957129335020096,-0.8756953718968754,-0.5086803353229965,-0.6457047162764292,0.32287080037619276,-1.0228393241676994,0.3533217574399946,0.16018356525773428,0.2714322075634751,-0.07038235432567116,-0.47232705325936736,-0.7600355325220375,0.33650702354453904,-0.2870102585342045,-0.2817548966563141,2.5103294247665633,2.7910613873734103,-0.1819656725147017,0.04435453303071055,-0.35280456488402034,-0.5126460670566328,1.3904469683148686,2.830952879665176,-0.7446074941750045,-0.10955576812182642
