,ascore,dscore,escore,fscore,ncbiTaxonId,nscore,preferredName_A,preferredName_B,pscore,score,stringId_A,stringId_B,tscore
0,0.0,0.0,0.456,0.0,9606,0.0,CCND1,RALA,0.0,0.559,ENSP00000227507,ENSP00000005257,0.223
1,0.0,0.0,0.0,0.0,9606,0.0,CCND1,DVL2,0.0,0.493,ENSP00000227507,ENSP00000005340,0.493
2,0.0,0.0,0.0,0.0,9606,0.0,CCND1,CDH17,0.0,0.53,ENSP00000227507,ENSP00000027335,0.53
3,0.061,0.9,0.0,0.0,9606,0.0,CCND1,PSMA4,0.0,0.902,ENSP00000227507,ENSP00000044462,0.046
4,0.0,0.0,0.0,0.0,9606,0.0,CCND1,CD22,0.0,0.4,ENSP00000227507,ENSP00000085219,0.4
5,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMC4,0.0,0.901,ENSP00000227507,ENSP00000157812,0.057
6,0.0,0.9,0.0,0.0,9606,0.0,CCND1,ACTL6B,0.0,0.915,ENSP00000227507,ENSP00000160382,0.194
7,0.0,0.0,0.0,0.0,9606,0.0,CCND1,BCL3,0.0,0.51,ENSP00000227507,ENSP00000164227,0.51
8,0.11,0.0,0.0,0.0,9606,0.0,CCND1,FSTL3,0.0,0.432,ENSP00000227507,ENSP00000166139,0.388
9,0.0,0.0,0.0,0.0,9606,0.0,CCND1,KRT14,0.0,0.416,ENSP00000227507,ENSP00000167586,0.417
10,0.0,0.0,0.0,0.0,9606,0.0,CCND1,FGF4,0.0,0.482,ENSP00000227507,ENSP00000168712,0.482
11,0.0,0.0,0.0,0.0,9606,0.0,CCND1,TNS1,0.0,0.589,ENSP00000227507,ENSP00000171887,0.589
12,0.0,0.72,0.0,0.0,9606,0.0,CCND1,CDK13,0.0,0.731,ENSP00000227507,ENSP00000181839,0.08
13,0.0,0.0,0.078,0.0,9606,0.0,CCND1,REM1,0.0,0.717,ENSP00000227507,ENSP00000201979,0.706
14,0.086,0.0,0.0,0.0,9606,0.0,CCND1,CDC6,0.0,0.631,ENSP00000227507,ENSP00000209728,0.612
15,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMD5,0.0,0.923,ENSP00000227507,ENSP00000210313,0.266
16,0.076,0.0,0.0,0.0,9606,0.0,CCND1,VCL,0.0,0.447,ENSP00000227507,ENSP00000211998,0.426
17,0.048,0.0,0.0,0.0,9606,0.0,CCND1,SIRT1,0.0,0.547,ENSP00000227507,ENSP00000212015,0.544
18,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMD8,0.0,0.901,ENSP00000227507,ENSP00000215071,0.055
19,0.061,0.9,0.0,0.0,9606,0.0,CCND1,MAPK12,0.0,0.917,ENSP00000227507,ENSP00000215659,0.19
20,0.061,0.0,0.0,0.0,9606,0.0,CCND1,MMP11,0.0,0.402,ENSP00000227507,ENSP00000215743,0.389
21,0.0,0.0,0.0,0.0,9606,0.0,CCND1,USP18,0.0,0.52,ENSP00000227507,ENSP00000215794,0.519
22,0.0,0.0,0.348,0.0,9606,0.0,CCND1,MAPK1,0.0,0.887,ENSP00000227507,ENSP00000215832,0.834
23,0.0,0.0,0.0,0.0,9606,0.0,CCND1,XBP1,0.0,0.422,ENSP00000227507,ENSP00000216037,0.423
24,0.0,0.0,0.0,0.0,9606,0.0,CCND1,HMOX1,0.0,0.422,ENSP00000227507,ENSP00000216117,0.423
25,0.085,0.0,0.0,0.0,9606,0.0,CCND1,MCM5,0.0,0.443,ENSP00000227507,ENSP00000216122,0.416
26,0.0,0.0,0.294,0.0,9606,0.0,CCND1,RBX1,0.0,0.492,ENSP00000227507,ENSP00000216225,0.31
27,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMA3,0.0,0.901,ENSP00000227507,ENSP00000216455,0.057
28,0.0,0.0,0.0,0.0,9606,0.0,CCND1,VRK1,0.0,0.609,ENSP00000227507,ENSP00000216639,0.608
29,0.0,0.0,0.0,0.0,9606,0.0,CCND1,APEX1,0.0,0.519,ENSP00000227507,ENSP00000216714,0.519
30,0.0,0.0,0.0,0.0,9606,0.0,CCND1,NFKBIA,0.0,0.475,ENSP00000227507,ENSP00000216797,0.475
31,0.061,0.9,0.0,0.0,9606,0.0,CCND1,PSME2,0.0,0.902,ENSP00000227507,ENSP00000216802,0.0
32,0.089,0.0,0.13,0.0,9606,0.0,CCND1,AURKA,0.0,0.69,ENSP00000227507,ENSP00000216911,0.64
33,0.088,0.0,0.472,0.0,9606,0.0,CCND1,MYBL2,0.0,0.843,ENSP00000227507,ENSP00000217026,0.699
34,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMD10,0.0,0.929,ENSP00000227507,ENSP00000217958,0.327
35,0.081,0.0,0.0,0.0,9606,0.0,CCND1,TIMP1,0.0,0.686,ENSP00000227507,ENSP00000218388,0.673
36,0.139,0.0,0.0,0.0,9606,0.0,CCND1,MMP2,0.0,0.709,ENSP00000227507,ENSP00000219070,0.676
37,0.088,0.0,0.0,0.0,9606,0.0,CCND1,MMP15,0.0,0.407,ENSP00000227507,ENSP00000219271,0.377
38,0.0,0.9,0.32,0.0,9606,0.0,CCND1,PSMD7,0.0,0.929,ENSP00000227507,ENSP00000219313,0.041
39,0.0,0.0,0.379,0.0,9606,0.0,CCND1,TSC2,0.0,0.698,ENSP00000227507,ENSP00000219476,0.534
40,0.0,0.9,0.0,0.0,9606,0.0,CCND1,AGO2,0.0,0.932,ENSP00000227507,ENSP00000220592,0.356
41,0.0,0.0,0.0,0.0,9606,0.0,CCND1,DECR1,0.0,0.422,ENSP00000227507,ENSP00000220764,0.422
42,0.098,0.0,0.0,0.0,9606,0.0,CCND1,SFRP1,0.0,0.733,ENSP00000227507,ENSP00000220772,0.716
43,0.0,0.0,0.0,0.0,9606,0.0,CCND1,TNFRSF10A,0.0,0.44,ENSP00000227507,ENSP00000221132,0.44
44,0.0,0.0,0.0,0.0,9606,0.0,CCND1,RELB,0.0,0.48,ENSP00000227507,ENSP00000221452,0.48
45,0.0,0.0,0.0,0.0,9606,0.0,CCND1,TGFB1,0.0,0.638,ENSP00000227507,ENSP00000221930,0.637
46,0.0,0.0,0.0,0.0,9606,0.0,CCND1,CD79A,0.0,0.58,ENSP00000227507,ENSP00000221972,0.58
47,0.0,0.0,0.0,0.0,9606,0.0,CCND1,HGF,0.0,0.715,ENSP00000227507,ENSP00000222390,0.714
48,0.0,0.0,0.0,0.0,9606,0.0,CCND1,WNT16,0.0,0.417,ENSP00000227507,ENSP00000222462,0.417
49,0.135,0.0,0.0,0.0,9606,0.0,CCND1,SERPINE1,0.0,0.476,ENSP00000227507,ENSP00000223095,0.42
50,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMA2,0.0,0.9,ENSP00000227507,ENSP00000223321,0.0
51,0.0,0.0,0.0,0.0,9606,0.0,CCND1,WNT3,0.0,0.52,ENSP00000227507,ENSP00000225512,0.52
52,0.0,0.0,0.0,0.0,9606,0.0,CCND1,RPS6KB1,0.0,0.794,ENSP00000227507,ENSP00000225577,0.794
53,0.065,0.0,0.0,0.0,9606,0.0,CCND1,CCL2,0.0,0.647,ENSP00000227507,ENSP00000225831,0.638
54,0.061,0.9,0.0,0.0,9606,0.0,CCND1,KAT2A,0.0,0.922,ENSP00000227507,ENSP00000225916,0.244
55,0.152,0.0,0.0,0.0,9606,0.0,CCND1,COL1A1,0.0,0.406,ENSP00000227507,ENSP00000225964,0.329
56,0.0,0.0,0.0,0.0,9606,0.0,CCND1,CD38,0.0,0.42,ENSP00000227507,ENSP00000226279,0.42
57,0.0,0.0,0.0,0.0,9606,0.0,CCND1,NFKB1,0.0,0.425,ENSP00000227507,ENSP00000226574,0.425
58,0.0,0.0,0.0,0.0,9606,0.0,CCND1,IL2,0.0,0.43,ENSP00000227507,ENSP00000226730,0.43
59,0.127,0.0,0.0,0.0,9606,0.0,CCND1,KITLG,0.0,0.417,ENSP00000227507,ENSP00000228280,0.36
60,0.0,0.0,0.0,0.0,9606,0.0,CCND1,MYF5,0.0,0.595,ENSP00000227507,ENSP00000228644,0.595
61,0.0,0.8,0.05,0.0,9606,0.0,CCND1,GLI1,0.0,0.927,ENSP00000227507,ENSP00000228682,0.649
62,0.061,0.9,0.833,0.0,9606,0.0,CCND1,CDKN1B,0.0,0.996,ENSP00000227507,ENSP00000228872,0.827
63,0.063,0.0,0.0,0.0,9606,0.0,CCND1,GAPDH,0.0,0.769,ENSP00000227507,ENSP00000229239,0.763
64,0.0,0.0,0.0,0.0,9606,0.0,CCND1,NANOG,0.0,0.557,ENSP00000227507,ENSP00000229307,0.557
65,0.0,0.0,0.0,0.0,9606,0.0,CCND1,MAPK14,0.0,0.742,ENSP00000227507,ENSP00000229795,0.741
66,0.061,0.0,0.0,0.0,9606,0.0,CCND1,HBEGF,0.0,0.41,ENSP00000227507,ENSP00000230990,0.398
67,0.14,0.0,0.0,0.0,9606,0.0,CCND1,LOX,0.0,0.481,ENSP00000227507,ENSP00000231004,0.422
68,0.0,0.0,0.0,0.0,9606,0.0,CCND1,IL4,0.0,0.614,ENSP00000227507,ENSP00000231449,0.613
69,0.0,0.9,0.348,0.0,9606,0.0,CCND1,SKP1,0.0,0.961,ENSP00000227507,ENSP00000231487,0.45
70,0.0,0.0,0.05,0.0,9606,0.0,CCND1,NR3C1,0.0,0.448,ENSP00000227507,ENSP00000231509,0.443
71,0.0,0.0,0.0,0.0,9606,0.0,CCND1,MLH1,0.0,0.441,ENSP00000227507,ENSP00000231790,0.441
72,0.061,0.0,0.0,0.0,9606,0.0,CCND1,MSH2,0.0,0.457,ENSP00000227507,ENSP00000233146,0.446
73,0.098,0.0,0.0,0.0,9606,0.0,CCND1,IGFBP5,0.0,0.422,ENSP00000227507,ENSP00000233813,0.386
74,0.0,0.0,0.0,0.0,9606,0.0,CCND1,WNT6,0.0,0.449,ENSP00000227507,ENSP00000233948,0.449
75,0.0,0.0,0.0,0.0,9606,0.0,CCND1,ID2,0.0,0.636,ENSP00000227507,ENSP00000234091,0.636
76,0.062,0.0,0.0,0.0,9606,0.0,CCND1,ODC1,0.0,0.51,ENSP00000227507,ENSP00000234111,0.499
77,0.0,0.0,0.0,0.0,9606,0.0,CCND1,BCL9,0.0,0.401,ENSP00000227507,ENSP00000234739,0.401
78,0.0,0.9,0.411,0.0,9606,0.0,CCND1,WDR77,0.0,0.952,ENSP00000227507,ENSP00000235090,0.259
79,0.0,0.0,0.0,0.0,9606,0.0,CCND1,ABCG2,0.0,0.449,ENSP00000227507,ENSP00000237612,0.449
80,0.0,0.0,0.05,0.0,9606,0.0,CCND1,EGR1,0.0,0.715,ENSP00000227507,ENSP00000239938,0.711
81,0.138,0.0,0.0,0.0,9606,0.0,CCND1,TBX2,0.0,0.605,ENSP00000227507,ENSP00000240328,0.56
82,0.0,0.0,0.0,0.0,9606,0.0,CCND1,CAT,0.0,0.421,ENSP00000227507,ENSP00000241052,0.421
83,0.062,0.0,0.0,0.0,9606,0.0,CCND1,FLT3,0.0,0.429,ENSP00000227507,ENSP00000241453,0.417
84,0.0,0.0,0.0,0.0,9606,0.0,CCND1,MYOG,0.0,0.484,ENSP00000227507,ENSP00000241651,0.484
85,0.0,0.0,0.0,0.0,9606,0.0,CCND1,AHR,0.0,0.403,ENSP00000227507,ENSP00000242057,0.403
86,0.083,0.0,0.0,0.0,9606,0.0,CCND1,TWIST1,0.0,0.503,ENSP00000227507,ENSP00000242261,0.48
87,0.0,0.9,0.0,0.0,9606,0.0,CCND1,NMI,0.0,0.903,ENSP00000227507,ENSP00000243346,0.077
88,0.0,0.0,0.0,0.0,9606,0.0,CCND1,PI3,0.0,0.554,ENSP00000227507,ENSP00000243924,0.554
89,0.061,0.0,0.0,0.0,9606,0.0,CCND1,SNAI1,0.0,0.669,ENSP00000227507,ENSP00000244050,0.662
90,0.0,0.0,0.0,0.0,9606,0.0,CCND1,HIST1H4F,0.0,0.4,ENSP00000227507,ENSP00000244537,0.4
91,0.061,0.0,0.0,0.0,9606,0.0,CCND1,SOX4,0.0,0.432,ENSP00000227507,ENSP00000244745,0.42
92,0.0,0.0,0.0,0.0,9606,0.0,CCND1,ATXN1,0.0,0.532,ENSP00000227507,ENSP00000244769,0.532
93,0.0,0.0,0.0,0.0,9606,0.0,CCND1,IRF1,0.0,0.558,ENSP00000227507,ENSP00000245414,0.558
94,0.099,0.0,0.0,0.0,9606,0.0,CCND1,BMP4,0.0,0.676,ENSP00000227507,ENSP00000245451,0.655
95,0.139,0.0,0.0,0.0,9606,0.0,CCND1,SOX9,0.0,0.578,ENSP00000227507,ENSP00000245479,0.53
96,0.062,0.0,0.0,0.0,9606,0.0,CCND1,CDC25B,0.0,0.569,ENSP00000227507,ENSP00000245960,0.56
97,0.0,0.0,0.0,0.0,9606,0.0,CCND1,GLTSCR2,0.0,0.534,ENSP00000227507,ENSP00000246802,0.534
98,0.099,0.0,0.0,0.0,9606,0.0,CCND1,SIX1,0.0,0.602,ENSP00000227507,ENSP00000247182,0.576
99,0.088,0.0,0.133,0.0,9606,0.0,CCND1,HSPB1,0.0,0.445,ENSP00000227507,ENSP00000248553,0.355
100,0.099,0.0,0.0,0.0,9606,0.0,CCND1,SMO,0.0,0.443,ENSP00000227507,ENSP00000249373,0.407
101,0.0,0.0,0.0,0.0,9606,0.0,CCND1,MYOD1,0.0,0.505,ENSP00000227507,ENSP00000250003,0.505
102,0.069,0.0,0.0,0.0,9606,0.0,CCND1,WISP1,0.0,0.452,ENSP00000227507,ENSP00000250160,0.435
103,0.0,0.0,0.0,0.0,9606,0.0,CCND1,BCL2L2,0.0,0.4,ENSP00000227507,ENSP00000250405,0.4
104,0.098,0.9,0.0,0.0,9606,0.0,CCND1,FOXA1,0.0,0.948,ENSP00000227507,ENSP00000250448,0.475
105,0.05,0.0,0.0,0.0,9606,0.0,CCND1,RAF1,0.0,0.564,ENSP00000227507,ENSP00000251849,0.56
106,0.062,0.0,0.0,0.0,9606,0.0,CCND1,KRT5,0.0,0.462,ENSP00000227507,ENSP00000252242,0.45
107,0.11,0.0,0.0,0.0,9606,0.0,CCND1,GDF15,0.0,0.401,ENSP00000227507,ENSP00000252809,0.355
108,0.0,0.0,0.0,0.0,9606,0.0,CCND1,JUND,0.0,0.643,ENSP00000227507,ENSP00000252818,0.643
109,0.0,0.0,0.0,0.0,9606,0.0,CCND1,HBZ,0.0,0.523,ENSP00000227507,ENSP00000252951,0.523
110,0.0,0.0,0.379,0.0,9606,0.0,CCND1,CCDC62,0.0,0.619,ENSP00000227507,ENSP00000253079,0.413
111,0.0,0.0,0.05,0.0,9606,0.0,CCND1,NR0B2,0.0,0.577,ENSP00000227507,ENSP00000254227,0.573
112,0.064,0.0,0.0,0.0,9606,0.0,CCND1,LGALS3,0.0,0.678,ENSP00000227507,ENSP00000254301,0.67
113,0.0,0.9,0.0,0.0,9606,0.0,CCND1,SMARCC1,0.0,0.915,ENSP00000227507,ENSP00000254480,0.186
114,0.092,0.0,0.0,0.0,9606,0.0,CCND1,JAG1,0.0,0.727,ENSP00000227507,ENSP00000254958,0.71
115,0.061,0.9,0.065,0.0,9606,0.0,CCND1,CCNA1,0.0,0.925,ENSP00000227507,ENSP00000255465,0.227332
116,0.0,0.0,0.078,0.0,9606,0.0,CCND1,KRAS,0.0,0.836,ENSP00000227507,ENSP00000256078,0.828
117,0.0,0.0,0.0,0.0,9606,0.0,CCND1,FABP4,0.0,0.55,ENSP00000227507,ENSP00000256104,0.55
118,0.096,0.9,0.064,0.0,9606,0.0,CCND1,CCNB1,0.0,0.935,ENSP00000227507,ENSP00000256442,0.30135
119,0.062,0.9,0.072,0.0,9606,0.0,CCND1,CDK7,0.0,0.954,ENSP00000227507,ENSP00000256443,0.541
120,0.0,0.0,0.0,0.0,9606,0.0,CCND1,BHLHE40,0.0,0.507,ENSP00000227507,ENSP00000256495,0.507
121,0.089,0.0,0.0,0.0,9606,0.0,CCND1,NOTCH2,0.0,0.513,ENSP00000227507,ENSP00000256646,0.488
122,0.0,0.0,0.0,0.0,9606,0.0,CCND1,GRP,0.0,0.47,ENSP00000227507,ENSP00000256857,0.47
123,0.062,0.9,0.085,0.0,9606,0.0,CCND1,CCNH,0.0,0.953,ENSP00000227507,ENSP00000256897,0.524
124,0.051,0.0,0.0,0.0,9606,0.0,CCND1,PDGFRA,0.0,0.445,ENSP00000227507,ENSP00000257290,0.44
125,0.0,0.0,0.299,0.0,9606,0.0,CCND1,APC,0.0,0.713,ENSP00000227507,ENSP00000257430,0.608
126,0.0,0.9,0.0,0.0,9606,0.0,CCND1,HNF1A,0.0,0.923,ENSP00000227507,ENSP00000257555,0.267
127,0.082,0.9,0.994,0.0,9606,0.0,CCND1,CDK4,0.0,0.999,ENSP00000227507,ENSP00000257904,0.973
128,0.0,0.0,0.379,0.0,9606,0.0,CCND1,MDM2,0.0,0.821,ENSP00000227507,ENSP00000258149,0.725
129,0.0,0.0,0.0,0.0,9606,0.0,CCND1,WNT10A,0.0,0.442,ENSP00000227507,ENSP00000258411,0.442
130,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMB7,0.0,0.901,ENSP00000227507,ENSP00000259457,0.056
131,0.0,0.0,0.0,0.0,9606,0.0,CCND1,POU5F1,0.0,0.768,ENSP00000227507,ENSP00000259915,0.768
132,0.0,0.0,0.379,0.0,9606,0.0,CCND1,USP2,0.0,0.705,ENSP00000227507,ENSP00000260187,0.544
133,0.0,0.0,0.0,0.0,9606,0.0,CCND1,MMP7,0.0,0.676,ENSP00000227507,ENSP00000260227,0.676
134,0.098,0.0,0.0,0.0,9606,0.0,CCND1,THBS1,0.0,0.421,ENSP00000227507,ENSP00000260356,0.385
135,0.0,0.0,0.0,0.0,9606,0.0,CCND1,SIX3,0.0,0.479,ENSP00000227507,ENSP00000260653,0.479
136,0.055,0.0,0.313,0.0,9606,0.0,CCND1,CDK17,0.0,0.405,ENSP00000227507,ENSP00000261211,0.158
137,0.061,0.9,0.0,0.0,9606,0.0,CCND1,MNAT1,0.0,0.909,ENSP00000227507,ENSP00000261245,0.112
138,0.061,0.9,0.0,0.0,9606,0.0,CCND1,CCND2,0.0,0.905,ENSP00000227507,ENSP00000261254,0.032253
139,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMC1,0.0,0.9,ENSP00000227507,ENSP00000261303,0.0
140,0.088,0.0,0.0,0.0,9606,0.0,CCND1,LRP6,0.0,0.617,ENSP00000227507,ENSP00000261349,0.598
141,0.062,0.0,0.0,0.0,9606,0.0,CCND1,LMNB1,0.0,0.4,ENSP00000227507,ENSP00000261366,0.387
142,0.061,0.9,0.348,0.0,9606,0.0,CCND1,PSMA6,0.0,0.96,ENSP00000227507,ENSP00000261479,0.432
143,0.0,0.0,0.0,0.0,9606,0.0,CCND1,CLCN3,0.0,0.507,ENSP00000227507,ENSP00000261514,0.507
144,0.0,0.9,0.0,0.0,9606,0.0,CCND1,SNW1,0.0,0.915,ENSP00000227507,ENSP00000261531,0.191
145,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMD11,0.0,0.9,ENSP00000227507,ENSP00000261712,0.0
146,0.0,0.0,0.294,0.0,9606,0.0,CCND1,CDH1,0.0,0.825,ENSP00000227507,ENSP00000261769,0.763
147,0.074,0.0,0.0,0.0,9606,0.0,CCND1,PDGFRB,0.0,0.546,ENSP00000227507,ENSP00000261799,0.53
148,0.0,0.72,0.063,0.0,9606,0.0,CCND1,CCNT1,0.0,0.793,ENSP00000227507,ENSP00000261900,0.275
149,0.062,0.9,0.508,0.0,9606,0.0,CCND1,RBL2,0.0,0.977,ENSP00000227507,ENSP00000262133,0.573
150,0.059,0.0,0.0,0.0,9606,0.0,CCND1,SMAD7,0.0,0.645,ENSP00000227507,ENSP00000262158,0.638
151,0.0,0.0,0.0,0.0,9606,0.0,CCND1,SMAD2,0.0,0.576,ENSP00000227507,ENSP00000262160,0.576
152,0.061,0.0,0.078,0.0,9606,0.0,CCND1,RHEB,0.0,0.409,ENSP00000227507,ENSP00000262187,0.373
153,0.0,0.9,0.305,0.0,9606,0.0,CCND1,SMARCD3,0.0,0.933,ENSP00000227507,ENSP00000262188,0.122
154,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMB1,0.0,0.901,ENSP00000227507,ENSP00000262193,0.052
155,0.062,0.0,0.05,0.0,9606,0.0,CCND1,YY1,0.0,0.415,ENSP00000227507,ENSP00000262238,0.397
156,0.061,0.0,0.0,0.0,9606,0.0,CCND1,AXIN1,0.0,0.758,ENSP00000227507,ENSP00000262320,0.753
157,0.061,0.9,0.336,0.0,9606,0.0,CCND1,CREBBP,0.0,0.964,ENSP00000227507,ENSP00000262367,0.503
158,0.063,0.9,0.057,0.0,9606,0.0,CCND1,CCNE1,0.0,0.93,ENSP00000227507,ENSP00000262643,0.27852
159,0.062,0.9,0.638,0.0,9606,0.0,CCND1,CDKN2C,0.0,0.985,ENSP00000227507,ENSP00000262662,0.63
160,0.0,0.0,0.0,0.0,9606,0.0,CCND1,RPS6KA6,0.0,0.434,ENSP00000227507,ENSP00000262752,0.434
161,0.076,0.0,0.0,0.0,9606,0.0,CCND1,TIMP2,0.0,0.411,ENSP00000227507,ENSP00000262768,0.389
162,0.061,0.9,0.132,0.0,9606,0.0,CCND1,E2F3,0.0,0.973,ENSP00000227507,ENSP00000262904,0.714
163,0.058,0.0,0.0,0.0,9606,0.0,CCND1,MAP2K2,0.0,0.411,ENSP00000227507,ENSP00000262948,0.4
164,0.0,0.0,0.0,0.0,9606,0.0,CCND1,MAPK3,0.0,0.75,ENSP00000227507,ENSP00000263025,0.75
165,0.062,0.9,0.18,0.0,9606,0.0,CCND1,SMARCB1,0.0,0.97,ENSP00000227507,ENSP00000263121,0.667
166,0.061,0.9,0.379,0.0,9606,0.0,CCND1,EP300,0.0,0.97,ENSP00000227507,ENSP00000263253,0.559
167,0.0,0.0,0.0,0.0,9606,0.0,CCND1,ITPKC,0.0,0.405,ENSP00000227507,ENSP00000263370,0.405
168,0.062,0.0,0.0,0.0,9606,0.0,CCND1,BRD4,0.0,0.622,ENSP00000227507,ENSP00000263377,0.613
169,0.098,0.0,0.0,0.0,9606,0.0,CCND1,NOTCH3,0.0,0.502,ENSP00000227507,ENSP00000263388,0.47
170,0.0,0.0,0.0,0.0,9606,0.0,CCND1,BIRC3,0.0,0.582,ENSP00000227507,ENSP00000263464,0.582
171,0.065,0.0,0.0,0.0,9606,0.0,CCND1,EPCAM,0.0,0.68,ENSP00000227507,ENSP00000263735,0.671
172,0.0,0.9,0.379,0.0,9606,0.0,CCND1,KAT2B,0.0,0.953,ENSP00000227507,ENSP00000263754,0.317
173,0.055,0.0,0.0,0.0,9606,0.0,CCND1,AKT3,0.0,0.524,ENSP00000227507,ENSP00000263826,0.517
174,0.0,0.0,0.0,0.0,9606,0.0,CCND1,IL7,0.0,0.527,ENSP00000227507,ENSP00000263851,0.527
175,0.074,0.0,0.0,0.0,9606,0.0,CCND1,KDR,0.0,0.595,ENSP00000227507,ENSP00000263923,0.581
176,0.0,0.0,0.0,0.0,9606,0.0,CCND1,TNFRSF8,0.0,0.473,ENSP00000227507,ENSP00000263932,0.473
177,0.062,0.0,0.0,0.0,9606,0.0,CCND1,PIK3CA,0.0,0.675,ENSP00000227507,ENSP00000263967,0.668
178,0.0,0.0,0.0,0.0,9606,0.0,CCND1,CDH3,0.0,0.402,ENSP00000227507,ENSP00000264012,0.402
179,0.0,0.9,0.379,0.0,9606,0.0,CCND1,ATF2,0.0,0.962,ENSP00000227507,ENSP00000264110,0.441
180,0.064,0.0,0.32,0.0,9606,0.0,CCND1,MCM6,0.0,0.555,ENSP00000227507,ENSP00000264156,0.358
181,0.0,0.72,0.063,0.0,9606,0.0,CCND1,CCNT2,0.0,0.767,ENSP00000227507,ENSP00000264157,0.183
182,0.0,0.0,0.39,0.0,9606,0.0,CCND1,CUL3,0.0,0.521,ENSP00000227507,ENSP00000264414,0.248
183,0.076,0.0,0.0,0.0,9606,0.0,CCND1,FGF2,0.0,0.789,ENSP00000227507,ENSP00000264498,0.78
184,0.061,0.9,0.071,0.0,9606,0.0,CCND1,HDAC4,0.0,0.94,ENSP00000227507,ENSP00000264606,0.402
185,0.123,0.0,0.0,0.0,9606,0.0,CCND1,WNT5A,0.0,0.793,ENSP00000227507,ENSP00000264634,0.773
186,0.0,0.0,0.384,0.0,9606,0.0,CCND1,THRA,0.0,0.493,ENSP00000227507,ENSP00000264637,0.21
187,0.0,0.9,0.0,0.0,9606,0.0,CCND1,PSMD3,0.0,0.9,ENSP00000227507,ENSP00000264639,0.049
188,0.049,0.9,0.457,0.0,9606,0.0,CCND1,STAT3,0.0,0.993,ENSP00000227507,ENSP00000264657,0.894
189,0.0,0.9,0.0,0.0,9606,0.0,CCND1,DNMT3A,0.0,0.937,ENSP00000227507,ENSP00000264709,0.398
190,0.062,0.0,0.0,0.0,9606,0.0,CCND1,TP63,0.0,0.477,ENSP00000227507,ENSP00000264731,0.466
191,0.0,0.0,0.05,0.0,9606,0.0,CCND1,PRDM5,0.0,0.44,ENSP00000227507,ENSP00000264808,0.435
192,0.061,0.0,0.0,0.0,9606,0.0,CCND1,ICAM1,0.0,0.465,ENSP00000227507,ENSP00000264832,0.453
193,0.091,0.0,0.32,0.0,9606,0.0,CCND1,MCM2,0.0,0.643,ENSP00000227507,ENSP00000265056,0.469
194,0.189,0.0,0.0,0.0,9606,0.0,CCND1,STC2,0.0,0.575,ENSP00000227507,ENSP00000265087,0.498
195,0.071,0.0,0.294,0.0,9606,0.0,CCND1,CENPE,0.0,0.425,ENSP00000227507,ENSP00000265148,0.193
196,0.05,0.9,0.0,0.0,9606,0.0,CCND1,LEF1,0.0,0.969,ENSP00000227507,ENSP00000265165,0.701
197,0.0,0.0,0.0,0.0,9606,0.0,CCND1,EGF,0.0,0.844,ENSP00000227507,ENSP00000265171,0.844
198,0.0,0.0,0.0,0.0,9606,0.0,CCND1,WNT2,0.0,0.747,ENSP00000227507,ENSP00000265441,0.747
199,0.076,0.0,0.0,0.0,9606,0.0,CCND1,GAL,0.0,0.494,ENSP00000227507,ENSP00000265643,0.475
200,0.0,0.0,0.0,0.0,9606,0.0,CCND1,CHKA,0.0,0.569,ENSP00000227507,ENSP00000265689,0.569
201,0.055,0.9,0.994,0.0,9606,0.0,CCND1,CDK6,0.0,0.999,ENSP00000227507,ENSP00000265734,0.934
202,0.056,0.9,0.064,0.0,9606,0.0,CCND1,SMARCA2,0.0,0.918,ENSP00000227507,ENSP00000265773,0.191
203,0.0,0.0,0.0,0.0,9606,0.0,CCND1,SFRP5,0.0,0.4,ENSP00000227507,ENSP00000266066,0.4
204,0.14,0.0,0.0,0.0,9606,0.0,CCND1,TIMP3,0.0,0.421,ENSP00000227507,ENSP00000266085,0.355
205,0.0,0.0,0.051,0.0,9606,0.0,CCND1,LGR5,0.0,0.52,ENSP00000227507,ENSP00000266674,0.515
206,0.089,0.9,0.845,0.0,9606,0.0,CCND1,CDK2,0.0,0.999,ENSP00000227507,ENSP00000266970,0.96
207,0.0,0.9,0.0,0.0,9606,0.0,CCND1,SMARCC2,0.0,0.91,ENSP00000227507,ENSP00000267064,0.146
208,0.061,0.0,0.125,0.0,9606,0.0,CCND1,ERBB3,0.0,0.782,ENSP00000227507,ENSP00000267101,0.756
209,0.062,0.9,0.522,0.0,9606,0.0,CCND1,RB1,0.0,0.992,ENSP00000227507,ENSP00000267163,0.858
210,0.073,0.0,0.0,0.0,9606,0.0,CCND1,PXN,0.0,0.652,ENSP00000227507,ENSP00000267257,0.639
211,0.0,0.0,0.0,0.0,9606,0.0,CCND1,FGF7,0.0,0.557,ENSP00000227507,ENSP00000267843,0.557
